plan_id,plan_date,customer_name,origin_plant,origin_state,destination,destination_state,distance_km,planned_qty_t,min_rake_tonnage,terminal_cost,expected_demurrage,priority_score,rake_available,siding_slots,inventory_t,production_forecast_t,yard_id,product_type,wagon_type,route_via,lead_time_days
PLAN_2024_0605,06/11/2025,Customer_36,Durgapur Steel Plant,Andhra Pradesh,Essar Steel Hazira,Gujarat,401,431,177,9641,6741,0.41,1,2,1706,1311,YARD_1,Coal,BTPN,Via Nagpur,9
PLAN_2024_0606,07/11/2025,Customer_33,Bhilai Steel Plant,Jharkhand,Bhushan Steel Meramandali,Andhra Pradesh,695,226,286,6794,5854,0.77,0,0,2560,3859,YARD_10,Coal,BTPN,Via Nagpur,10
PLAN_2024_0607,08/11/2025,Customer_28,Bhilai Steel Plant,Andhra Pradesh,SAIL Burnpur,Maharashtra,1053,108,214,5958,2310,0.59,1,2,1184,1562,YARD_10,Iron Ore,BCN,Via Tatanagar,2
PLAN_2024_0608,20/10/2025,Customer_39,Durgapur Steel Plant,Maharashtra,Jindal Steel Raigarh,Jharkhand,1333,480,233,7939,5161,0.14,1,4,2206,2106,YARD_1,Coal,BCN,Direct,9
PLAN_2024_0609,24/10/2025,Customer_9,Durgapur Steel Plant,Maharashtra,SAIL Burnpur,Gujarat,526,489,168,15373,7517,0.99,0,0,6475,3748,YARD_6,Limestone,BOXN,Via Nagpur,10
PLAN_2024_0610,20/10/2025,Customer_5,Rourkela Steel Plant,Odisha,JSW Steel Dolvi,Maharashtra,1017,500,179,5870,2182,0.95,0,0,5008,4215,YARD_9,Limestone,BTPN,Via Tatanagar,7
PLAN_2024_0611,11/11/2025,Customer_24,Bhilai Steel Plant,Maharashtra,RINL Visakhapatnam,Andhra Pradesh,862,203,264,16594,1416,0.75,1,4,7955,2936,YARD_7,Coal,BCN,Via Nagpur,8
PLAN_2024_0612,11/11/2025,Customer_16,Rourkela Steel Plant,Odisha,Bhushan Steel Meramandali,Andhra Pradesh,1121,423,129,7198,3420,0.84,0,0,6502,1600,YARD_8,Iron Ore,BTPN,Via Nagpur,4
PLAN_2024_0613,05/11/2025,Customer_39,Bokaro Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Chhattisgarh,1106,175,224,5978,6229,0.27,1,4,2972,534,YARD_10,Coal,BRN,Via Nagpur,5
PLAN_2024_0614,31/10/2025,Customer_22,Bokaro Steel Plant,Maharashtra,JSW Steel Dolvi,Odisha,1051,281,248,19880,3587,0.15,0,0,2851,527,YARD_6,Finished Steel,BOXN,Direct,9
PLAN_2024_0615,03/11/2025,Customer_11,Bokaro Steel Plant,Odisha,Essar Steel Hazira,Maharashtra,1375,183,154,18984,2491,0.32,1,4,8550,1237,YARD_5,Limestone,BCN,Via Nagpur,6
PLAN_2024_0616,30/10/2025,Customer_29,Bhilai Steel Plant,Chhattisgarh,RINL Visakhapatnam,Odisha,950,483,137,7121,3355,0.59,0,0,5909,3608,YARD_4,Coal,BOXN,Via Bilaspur,6
PLAN_2024_0617,07/11/2025,Customer_35,Bokaro Steel Plant,Maharashtra,RINL Visakhapatnam,Odisha,1470,396,203,13035,3478,0.47,0,0,2495,3502,YARD_3,Coal,BRN,Via Bilaspur,10
PLAN_2024_0618,19/10/2025,Customer_27,Bokaro Steel Plant,Gujarat,RINL Visakhapatnam,Chhattisgarh,249,362,203,14325,5245,0.37,1,4,1492,4107,YARD_5,Limestone,BOXN,Via Nagpur,7
PLAN_2024_0619,02/11/2025,Customer_11,Durgapur Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Chhattisgarh,847,442,136,10943,3960,0.86,1,2,4290,1688,YARD_8,Coal,BCN,Via Nagpur,5
PLAN_2024_0620,14/11/2025,Customer_15,Bokaro Steel Plant,Chhattisgarh,Jindal Steel Raigarh,Maharashtra,1480,132,149,18362,7521,0.15,0,0,2563,1049,YARD_8,Finished Steel,BCN,Via Nagpur,9
PLAN_2024_0621,16/10/2025,Customer_33,Bhilai Steel Plant,Odisha,JSW Steel Dolvi,Andhra Pradesh,1221,450,164,14843,2144,0.45,1,5,1185,3145,YARD_6,Iron Ore,BTPN,Via Tatanagar,4
PLAN_2024_0622,19/10/2025,Customer_19,Durgapur Steel Plant,Chhattisgarh,Jindal Steel Raigarh,Gujarat,1218,353,279,12126,1520,0.59,1,2,5081,2115,YARD_7,Finished Steel,BCN,Via Nagpur,5
PLAN_2024_0623,10/11/2025,Customer_49,Durgapur Steel Plant,Gujarat,Essar Steel Hazira,West Bengal,1439,399,223,11798,5556,0.37,0,0,7991,942,YARD_6,Coal,BRN,Direct,10
PLAN_2024_0624,18/10/2025,Customer_19,Bokaro Steel Plant,West Bengal,Essar Steel Hazira,Maharashtra,1097,351,269,6083,6986,0.36,0,0,8967,4210,YARD_4,Coal,BCN,Via Nagpur,9
PLAN_2024_0625,01/11/2025,Customer_31,Bhilai Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Odisha,1157,184,263,14227,5157,0.1,1,3,7561,893,YARD_2,Iron Ore,BRN,Via Bilaspur,3
PLAN_2024_0626,03/11/2025,Customer_18,Durgapur Steel Plant,Chhattisgarh,SAIL Burnpur,Jharkhand,1179,208,272,15394,3931,0.15,0,0,1356,3113,YARD_7,Coal,BTPN,Via Bilaspur,4
PLAN_2024_0627,18/10/2025,Customer_24,Bokaro Steel Plant,Maharashtra,Tata Steel Jamshedpur,Odisha,1197,436,214,11157,2979,0.77,0,0,4311,1827,YARD_2,Limestone,BCN,Via Nagpur,8
PLAN_2024_0628,11/11/2025,Customer_6,Bokaro Steel Plant,Maharashtra,RINL Visakhapatnam,Jharkhand,1306,338,214,11068,7792,0.8,1,4,4234,4610,YARD_6,Coal,BTPN,Via Bilaspur,7
PLAN_2024_0629,10/11/2025,Customer_21,Bokaro Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Gujarat,643,156,278,7219,6336,0.16,0,0,8826,2290,YARD_2,Limestone,BCN,Via Tatanagar,3
PLAN_2024_0630,16/10/2025,Customer_6,Bokaro Steel Plant,Maharashtra,SAIL Burnpur,Odisha,672,378,232,11498,3111,0.55,1,5,9801,2828,YARD_6,Finished Steel,BTPN,Via Bilaspur,6
PLAN_2024_0631,26/10/2025,Customer_16,Rourkela Steel Plant,Odisha,Bhushan Steel Meramandali,Maharashtra,733,432,251,17505,3983,0.4,0,0,7727,4934,YARD_10,Limestone,BOXN,Direct,7
PLAN_2024_0632,06/11/2025,Customer_21,Bhilai Steel Plant,Jharkhand,JSW Steel Dolvi,Andhra Pradesh,378,188,117,7261,6489,0.12,1,4,7289,2883,YARD_6,Iron Ore,BCN,Via Tatanagar,10
PLAN_2024_0633,06/11/2025,Customer_6,Bhilai Steel Plant,Odisha,JSW Steel Dolvi,Gujarat,673,285,104,6992,2585,0.61,1,4,5589,1586,YARD_5,Finished Steel,BOXN,Via Nagpur,2
PLAN_2024_0634,30/10/2025,Customer_43,Bhilai Steel Plant,Andhra Pradesh,Essar Steel Hazira,Maharashtra,1245,59,229,13396,6415,0.91,1,1,4854,2010,YARD_10,Finished Steel,BOXN,Via Nagpur,8
PLAN_2024_0635,29/10/2025,Customer_11,Bhilai Steel Plant,Odisha,JSW Steel Dolvi,Andhra Pradesh,1161,312,299,17716,4443,0.74,0,0,2338,2735,YARD_8,Iron Ore,BTPN,Via Nagpur,5
PLAN_2024_0636,29/10/2025,Customer_3,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,Odisha,1396,427,245,11284,7427,0.85,0,0,7634,2521,YARD_4,Limestone,BOXN,Direct,10
PLAN_2024_0637,04/11/2025,Customer_14,Durgapur Steel Plant,Jharkhand,Jindal Steel Raigarh,Gujarat,1239,165,209,6498,7714,0.28,0,0,5211,4766,YARD_7,Limestone,BCN,Via Nagpur,6
PLAN_2024_0638,20/10/2025,Customer_33,Bhilai Steel Plant,Chhattisgarh,JSW Steel Dolvi,Andhra Pradesh,264,314,135,6988,6191,0.26,0,0,5811,3094,YARD_8,Limestone,BOXN,Direct,2
PLAN_2024_0639,28/10/2025,Customer_41,Bokaro Steel Plant,Jharkhand,Jindal Steel Raigarh,Chhattisgarh,341,457,165,10123,5028,0.16,0,0,8562,2006,YARD_3,Iron Ore,BRN,Via Tatanagar,6
PLAN_2024_0640,20/10/2025,Customer_34,Durgapur Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Gujarat,782,298,269,16445,5152,0.51,0,0,2254,4921,YARD_1,Coal,BRN,Via Nagpur,8
PLAN_2024_0641,14/11/2025,Customer_39,Bokaro Steel Plant,Chhattisgarh,JSW Steel Dolvi,Odisha,842,143,146,19582,6499,0.96,1,5,9784,2701,YARD_7,Finished Steel,BRN,Via Bilaspur,6
PLAN_2024_0642,16/10/2025,Customer_29,Rourkela Steel Plant,Maharashtra,Essar Steel Hazira,Gujarat,473,405,191,10316,1277,0.43,1,4,6033,1560,YARD_4,Iron Ore,BTPN,Via Bilaspur,7
PLAN_2024_0643,18/10/2025,Customer_49,Durgapur Steel Plant,West Bengal,SAIL Burnpur,Maharashtra,1246,304,246,15143,5807,0.71,0,0,6191,3074,YARD_2,Finished Steel,BCN,Via Bilaspur,4
PLAN_2024_0644,04/11/2025,Customer_3,Durgapur Steel Plant,Odisha,SAIL Burnpur,Jharkhand,479,50,225,9547,4469,0.69,0,0,4401,635,YARD_6,Finished Steel,BOXN,Via Nagpur,5
PLAN_2024_0645,26/10/2025,Customer_48,Durgapur Steel Plant,Maharashtra,SAIL Burnpur,Chhattisgarh,1065,361,190,13823,2865,0.23,0,0,3153,1893,YARD_8,Coal,BOXN,Via Nagpur,8
PLAN_2024_0646,11/11/2025,Customer_10,Bhilai Steel Plant,Maharashtra,Essar Steel Hazira,Chhattisgarh,577,257,265,9996,6850,0.25,0,0,8367,2187,YARD_8,Limestone,BRN,Via Tatanagar,3
PLAN_2024_0647,22/10/2025,Customer_26,Bhilai Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,West Bengal,1021,419,224,19974,6824,0.95,0,0,9060,4641,YARD_9,Iron Ore,BOXN,Via Nagpur,5
PLAN_2024_0648,27/10/2025,Customer_30,Bhilai Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Chhattisgarh,1345,411,278,15800,2618,0.1,1,2,7961,2987,YARD_1,Iron Ore,BTPN,Via Tatanagar,9
PLAN_2024_0649,03/11/2025,Customer_50,Bhilai Steel Plant,Jharkhand,JSW Steel Dolvi,Maharashtra,738,447,124,14464,7013,0.98,1,5,4678,3056,YARD_5,Finished Steel,BRN,Via Tatanagar,9
PLAN_2024_0650,18/10/2025,Customer_23,Bhilai Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,West Bengal,716,186,216,9770,1958,0.75,0,0,1398,4067,YARD_6,Limestone,BOXN,Via Nagpur,6
PLAN_2024_0651,05/11/2025,Customer_24,Bhilai Steel Plant,Maharashtra,Essar Steel Hazira,Gujarat,548,475,190,11495,3031,0.36,1,5,5585,4792,YARD_8,Coal,BCN,Via Nagpur,6
PLAN_2024_0652,05/11/2025,Customer_4,Durgapur Steel Plant,Gujarat,Essar Steel Hazira,Andhra Pradesh,1271,494,288,8685,7864,0.12,1,3,2224,2705,YARD_2,Iron Ore,BTPN,Direct,7
PLAN_2024_0653,03/11/2025,Customer_41,Bhilai Steel Plant,Odisha,JSW Steel Dolvi,Chhattisgarh,1051,451,220,10276,2530,0.4,0,0,4055,4248,YARD_10,Finished Steel,BRN,Via Tatanagar,7
PLAN_2024_0654,20/10/2025,Customer_2,Bhilai Steel Plant,West Bengal,SAIL Burnpur,Maharashtra,1046,366,111,9873,7173,0.37,0,0,8747,2662,YARD_6,Limestone,BCN,Via Nagpur,8
PLAN_2024_0655,30/10/2025,Customer_21,Rourkela Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,West Bengal,971,402,237,5333,6432,0.75,0,0,9943,4076,YARD_4,Iron Ore,BOXN,Direct,4
PLAN_2024_0656,04/11/2025,Customer_19,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,Jharkhand,1062,113,242,7619,5108,0.92,0,0,5949,3260,YARD_2,Finished Steel,BOXN,Via Bilaspur,6
PLAN_2024_0657,01/11/2025,Customer_38,Rourkela Steel Plant,Jharkhand,JSW Steel Dolvi,West Bengal,687,296,278,6800,5135,0.47,1,3,5211,4661,YARD_3,Limestone,BCN,Via Bilaspur,9
PLAN_2024_0658,30/10/2025,Customer_10,Bhilai Steel Plant,Maharashtra,Bhushan Steel Meramandali,Odisha,573,459,168,12102,5410,0.84,0,0,5327,781,YARD_3,Iron Ore,BTPN,Via Tatanagar,3
PLAN_2024_0659,27/10/2025,Customer_9,Rourkela Steel Plant,West Bengal,Jindal Steel Raigarh,Maharashtra,718,118,117,18351,4613,0.96,1,2,2882,2350,YARD_1,Limestone,BCN,Via Tatanagar,9
PLAN_2024_0660,21/10/2025,Customer_9,Durgapur Steel Plant,Jharkhand,Bhushan Steel Meramandali,West Bengal,356,123,181,16682,1317,0.23,0,0,4648,4597,YARD_7,Finished Steel,BTPN,Via Bilaspur,4
PLAN_2024_0661,10/11/2025,Customer_29,Durgapur Steel Plant,West Bengal,SAIL Burnpur,Jharkhand,633,138,279,11448,4868,0.6,0,0,8251,4999,YARD_10,Limestone,BTPN,Via Nagpur,4
PLAN_2024_0662,29/10/2025,Customer_46,Bokaro Steel Plant,Chhattisgarh,JSW Steel Dolvi,Jharkhand,1462,373,276,16447,2691,0.87,1,3,7906,4335,YARD_9,Coal,BOXN,Via Nagpur,7
PLAN_2024_0663,03/11/2025,Customer_40,Rourkela Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Jharkhand,863,62,143,12722,7328,0.26,0,0,5770,1057,YARD_7,Limestone,BOXN,Via Bilaspur,3
PLAN_2024_0664,06/11/2025,Customer_23,Durgapur Steel Plant,Odisha,RINL Visakhapatnam,West Bengal,303,101,262,7892,6947,0.23,0,0,7954,4397,YARD_5,Coal,BCN,Via Tatanagar,7
PLAN_2024_0665,20/10/2025,Customer_9,Rourkela Steel Plant,Jharkhand,JSW Steel Dolvi,Odisha,1252,433,110,10510,6562,0.34,0,0,3729,1186,YARD_7,Iron Ore,BOXN,Via Bilaspur,2
PLAN_2024_0666,26/10/2025,Customer_16,Durgapur Steel Plant,Gujarat,JSW Steel Dolvi,Jharkhand,666,349,293,9939,7878,0.89,1,3,3008,3279,YARD_4,Limestone,BCN,Via Nagpur,3
PLAN_2024_0667,25/10/2025,Customer_6,Rourkela Steel Plant,West Bengal,Bhushan Steel Meramandali,Maharashtra,811,397,180,10557,3779,0.49,1,4,8440,787,YARD_1,Coal,BTPN,Via Tatanagar,9
PLAN_2024_0668,02/11/2025,Customer_32,Bhilai Steel Plant,Gujarat,Bhushan Steel Meramandali,Chhattisgarh,432,441,160,17538,6104,0.48,1,3,8973,3728,YARD_2,Finished Steel,BCN,Via Tatanagar,3
PLAN_2024_0669,20/10/2025,Customer_8,Durgapur Steel Plant,Jharkhand,Essar Steel Hazira,West Bengal,412,422,239,17986,1462,0.82,1,4,5937,2517,YARD_5,Limestone,BOXN,Direct,5
PLAN_2024_0670,18/10/2025,Customer_21,Bhilai Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Maharashtra,1476,258,175,6229,6122,0.61,0,0,2199,3931,YARD_3,Coal,BRN,Via Nagpur,5
PLAN_2024_0671,26/10/2025,Customer_34,Durgapur Steel Plant,West Bengal,RINL Visakhapatnam,Maharashtra,543,94,206,16506,4927,0.59,1,4,6407,3139,YARD_7,Finished Steel,BCN,Via Nagpur,2
PLAN_2024_0672,31/10/2025,Customer_36,Durgapur Steel Plant,Chhattisgarh,RINL Visakhapatnam,Odisha,439,284,118,8387,1086,0.42,1,5,3716,1623,YARD_3,Limestone,BOXN,Direct,5
PLAN_2024_0673,04/11/2025,Customer_16,Rourkela Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Andhra Pradesh,1063,417,181,6871,7209,0.91,0,0,9203,4338,YARD_7,Finished Steel,BRN,Via Tatanagar,7
PLAN_2024_0674,12/11/2025,Customer_10,Durgapur Steel Plant,Jharkhand,RINL Visakhapatnam,Maharashtra,745,165,280,9597,4912,0.68,0,0,3986,4840,YARD_7,Finished Steel,BTPN,Via Bilaspur,4
PLAN_2024_0675,25/10/2025,Customer_46,Rourkela Steel Plant,West Bengal,Bhushan Steel Meramandali,Odisha,1377,270,148,7796,1920,0.72,1,1,5530,3786,YARD_5,Coal,BOXN,Via Bilaspur,10
PLAN_2024_0676,02/11/2025,Customer_21,Durgapur Steel Plant,West Bengal,SAIL Burnpur,Andhra Pradesh,307,484,105,17867,2429,0.52,0,0,4241,4159,YARD_1,Finished Steel,BTPN,Via Tatanagar,7
PLAN_2024_0677,21/10/2025,Customer_30,Bhilai Steel Plant,Andhra Pradesh,Essar Steel Hazira,Chhattisgarh,1037,302,192,14871,3487,0.32,0,0,3381,2146,YARD_8,Limestone,BCN,Via Nagpur,8
PLAN_2024_0678,27/10/2025,Customer_1,Rourkela Steel Plant,Odisha,Jindal Steel Raigarh,West Bengal,906,91,288,17397,5980,0.31,0,0,7234,3996,YARD_10,Iron Ore,BRN,Via Nagpur,4
PLAN_2024_0679,01/11/2025,Customer_48,Rourkela Steel Plant,Maharashtra,Bhushan Steel Meramandali,Andhra Pradesh,280,211,208,18429,4704,0.71,0,0,5403,4097,YARD_10,Limestone,BTPN,Direct,7
PLAN_2024_0680,10/11/2025,Customer_50,Bokaro Steel Plant,Jharkhand,JSW Steel Dolvi,Maharashtra,1340,269,253,11108,7380,0.72,0,0,8634,1503,YARD_5,Coal,BCN,Via Tatanagar,3
PLAN_2024_0681,02/11/2025,Customer_18,Bokaro Steel Plant,Gujarat,Jindal Steel Raigarh,West Bengal,700,454,190,14316,1029,0.53,0,0,6997,764,YARD_8,Iron Ore,BOXN,Via Tatanagar,5
PLAN_2024_0682,11/11/2025,Customer_49,Durgapur Steel Plant,Chhattisgarh,Essar Steel Hazira,Andhra Pradesh,990,354,228,16364,1263,0.39,0,0,9741,1607,YARD_10,Iron Ore,BCN,Direct,10
PLAN_2024_0683,30/10/2025,Customer_37,Bokaro Steel Plant,West Bengal,Tata Steel Jamshedpur,Gujarat,1246,267,207,14457,1585,0.87,1,5,6194,3521,YARD_3,Iron Ore,BTPN,Direct,10
PLAN_2024_0684,13/11/2025,Customer_39,Durgapur Steel Plant,Jharkhand,SAIL Burnpur,Odisha,914,285,245,15997,5009,0.98,0,0,1950,2540,YARD_1,Iron Ore,BRN,Direct,3
PLAN_2024_0685,01/11/2025,Customer_46,Bhilai Steel Plant,West Bengal,JSW Steel Dolvi,Odisha,399,116,221,16224,4551,0.32,1,1,6591,3108,YARD_1,Limestone,BOXN,Via Bilaspur,9
PLAN_2024_0686,28/10/2025,Customer_50,Bhilai Steel Plant,Gujarat,SAIL Burnpur,Jharkhand,327,448,164,13345,6539,0.64,1,5,4583,1262,YARD_3,Coal,BRN,Via Bilaspur,8
PLAN_2024_0687,12/11/2025,Customer_33,Bokaro Steel Plant,Andhra Pradesh,SAIL Burnpur,Gujarat,1207,485,130,9831,3275,0.72,1,1,6845,2612,YARD_2,Finished Steel,BRN,Via Bilaspur,10
PLAN_2024_0688,29/10/2025,Customer_5,Rourkela Steel Plant,Gujarat,SAIL Burnpur,Chhattisgarh,1387,53,110,7284,6376,0.7,0,0,6909,1267,YARD_1,Coal,BRN,Via Tatanagar,3
PLAN_2024_0689,09/11/2025,Customer_33,Bokaro Steel Plant,West Bengal,Essar Steel Hazira,Andhra Pradesh,807,432,222,18015,7530,0.95,1,3,3030,3856,YARD_3,Iron Ore,BTPN,Via Tatanagar,8
PLAN_2024_0690,28/10/2025,Customer_22,Rourkela Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Gujarat,1357,316,280,13168,1906,0.99,0,0,6740,832,YARD_4,Iron Ore,BRN,Via Nagpur,2
PLAN_2024_0691,27/10/2025,Customer_34,Durgapur Steel Plant,Jharkhand,JSW Steel Dolvi,West Bengal,1492,80,248,9196,2749,0.88,1,5,4048,3512,YARD_5,Iron Ore,BOXN,Direct,2
PLAN_2024_0692,28/10/2025,Customer_21,Rourkela Steel Plant,West Bengal,Jindal Steel Raigarh,Andhra Pradesh,1462,102,149,10288,1666,0.37,0,0,4896,1898,YARD_5,Iron Ore,BRN,Via Bilaspur,4
PLAN_2024_0693,08/11/2025,Customer_48,Rourkela Steel Plant,Odisha,Essar Steel Hazira,West Bengal,298,426,146,19283,7276,0.44,1,4,1494,2109,YARD_8,Iron Ore,BOXN,Via Bilaspur,6
PLAN_2024_0694,25/10/2025,Customer_41,Durgapur Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Odisha,471,219,290,12610,6314,0.64,1,3,9680,4286,YARD_4,Finished Steel,BRN,Via Tatanagar,4
PLAN_2024_0695,30/10/2025,Customer_20,Rourkela Steel Plant,Odisha,Bhushan Steel Meramandali,Jharkhand,778,306,243,18239,3789,0.77,0,0,7939,4243,YARD_10,Iron Ore,BTPN,Via Bilaspur,4
PLAN_2024_0696,19/10/2025,Customer_50,Rourkela Steel Plant,West Bengal,SAIL Burnpur,Jharkhand,943,375,228,5218,6648,0.36,1,4,1442,3290,YARD_7,Limestone,BRN,Via Nagpur,8
PLAN_2024_0697,24/10/2025,Customer_17,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,Chhattisgarh,1339,74,241,12083,5297,0.48,0,0,9643,2903,YARD_9,Iron Ore,BRN,Via Tatanagar,5
PLAN_2024_0698,26/10/2025,Customer_21,Durgapur Steel Plant,West Bengal,Tata Steel Jamshedpur,Odisha,1179,118,289,18288,6434,0.61,1,5,2463,4147,YARD_4,Finished Steel,BRN,Via Tatanagar,7
PLAN_2024_0699,28/10/2025,Customer_12,Durgapur Steel Plant,West Bengal,SAIL Burnpur,Gujarat,486,281,144,17346,3628,0.91,1,5,1976,1721,YARD_3,Finished Steel,BTPN,Via Bilaspur,4
PLAN_2024_0700,12/11/2025,Customer_13,Rourkela Steel Plant,West Bengal,RINL Visakhapatnam,Odisha,320,68,267,9670,7142,0.71,0,0,3641,4805,YARD_7,Iron Ore,BOXN,Via Nagpur,7
PLAN_2024_0701,31/10/2025,Customer_42,Durgapur Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Maharashtra,1406,402,202,9865,2571,0.57,1,1,4045,3053,YARD_8,Iron Ore,BOXN,Direct,6
PLAN_2024_0702,21/10/2025,Customer_49,Bokaro Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Maharashtra,1006,170,225,16496,3498,0.46,1,1,6875,1124,YARD_9,Coal,BTPN,Via Bilaspur,10
PLAN_2024_0703,27/10/2025,Customer_27,Durgapur Steel Plant,Maharashtra,SAIL Burnpur,Andhra Pradesh,594,371,130,13791,4122,0.4,1,3,2113,4189,YARD_5,Finished Steel,BOXN,Via Bilaspur,9
PLAN_2024_0704,11/11/2025,Customer_14,Bhilai Steel Plant,West Bengal,Bhushan Steel Meramandali,Chhattisgarh,298,68,206,8640,4633,0.98,0,0,4982,2700,YARD_2,Limestone,BTPN,Via Bilaspur,9
PLAN_2024_0705,03/11/2025,Customer_21,Bhilai Steel Plant,Jharkhand,Jindal Steel Raigarh,Chhattisgarh,684,177,110,18437,2027,0.29,0,0,5943,1531,YARD_7,Finished Steel,BRN,Via Bilaspur,5
PLAN_2024_0706,26/10/2025,Customer_4,Durgapur Steel Plant,Odisha,Jindal Steel Raigarh,Jharkhand,300,391,291,12547,3253,0.38,1,4,2143,3630,YARD_9,Iron Ore,BOXN,Via Bilaspur,3
PLAN_2024_0707,26/10/2025,Customer_46,Durgapur Steel Plant,West Bengal,Tata Steel Jamshedpur,Maharashtra,762,295,119,15666,6929,0.36,1,5,7885,4957,YARD_1,Finished Steel,BTPN,Direct,4
PLAN_2024_0708,08/11/2025,Customer_18,Bokaro Steel Plant,Jharkhand,Bhushan Steel Meramandali,Odisha,372,138,206,13211,4360,0.87,1,2,9922,2864,YARD_9,Finished Steel,BOXN,Via Tatanagar,10
PLAN_2024_0709,24/10/2025,Customer_6,Rourkela Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Chhattisgarh,466,259,234,9635,3222,0.97,1,4,3406,4891,YARD_9,Limestone,BRN,Via Nagpur,10
PLAN_2024_0710,27/10/2025,Customer_35,Bokaro Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Jharkhand,225,148,192,10513,6664,0.77,0,0,3188,3267,YARD_3,Iron Ore,BOXN,Via Tatanagar,8
PLAN_2024_0711,13/11/2025,Customer_45,Rourkela Steel Plant,Chhattisgarh,Essar Steel Hazira,Odisha,720,175,150,12634,2986,0.79,0,0,4131,612,YARD_7,Finished Steel,BTPN,Via Tatanagar,5
PLAN_2024_0712,12/11/2025,Customer_9,Bokaro Steel Plant,Andhra Pradesh,SAIL Burnpur,Gujarat,1415,178,150,9364,1534,0.12,0,0,7021,1804,YARD_10,Coal,BCN,Via Nagpur,7
PLAN_2024_0713,25/10/2025,Customer_34,Bhilai Steel Plant,Jharkhand,Tata Steel Jamshedpur,Odisha,851,273,150,9298,4748,0.85,1,2,3319,3118,YARD_1,Finished Steel,BCN,Via Nagpur,2
PLAN_2024_0714,24/10/2025,Customer_35,Bhilai Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Odisha,398,65,148,18769,1440,0.56,0,0,8149,3167,YARD_2,Limestone,BRN,Via Bilaspur,8
PLAN_2024_0715,22/10/2025,Customer_48,Bokaro Steel Plant,Chhattisgarh,Essar Steel Hazira,Andhra Pradesh,406,327,158,5665,2497,0.67,0,0,6206,2202,YARD_3,Coal,BOXN,Via Bilaspur,2
PLAN_2024_0716,14/11/2025,Customer_25,Rourkela Steel Plant,Jharkhand,Jindal Steel Raigarh,Maharashtra,941,91,218,17568,7609,0.63,1,4,3452,1557,YARD_2,Limestone,BCN,Via Nagpur,9
PLAN_2024_0717,11/11/2025,Customer_32,Durgapur Steel Plant,West Bengal,RINL Visakhapatnam,Jharkhand,717,66,196,9878,7719,0.8,1,4,2820,1225,YARD_5,Finished Steel,BCN,Via Nagpur,7
PLAN_2024_0718,27/10/2025,Customer_50,Bokaro Steel Plant,West Bengal,RINL Visakhapatnam,Maharashtra,865,81,275,15080,5078,0.62,1,1,6725,1162,YARD_6,Iron Ore,BTPN,Via Tatanagar,2
PLAN_2024_0719,18/10/2025,Customer_46,Rourkela Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Gujarat,1221,146,278,18299,1612,0.21,0,0,2733,1217,YARD_9,Iron Ore,BOXN,Via Bilaspur,9
PLAN_2024_0720,06/11/2025,Customer_21,Rourkela Steel Plant,Gujarat,Bhushan Steel Meramandali,Maharashtra,381,271,235,14436,3304,0.38,1,1,7266,4436,YARD_4,Coal,BTPN,Direct,9
PLAN_2024_0721,01/11/2025,Customer_25,Bokaro Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Maharashtra,659,324,241,17957,1536,0.36,1,2,4242,3702,YARD_4,Limestone,BRN,Via Bilaspur,7
PLAN_2024_0722,25/10/2025,Customer_42,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,West Bengal,256,148,232,10106,2926,0.76,0,0,5015,3275,YARD_10,Finished Steel,BCN,Via Tatanagar,10
PLAN_2024_0723,22/10/2025,Customer_10,Bhilai Steel Plant,Gujarat,Jindal Steel Raigarh,Andhra Pradesh,268,84,157,11251,3502,0.19,1,2,6350,3562,YARD_7,Iron Ore,BRN,Via Bilaspur,10
PLAN_2024_0724,07/11/2025,Customer_48,Rourkela Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Odisha,1048,319,104,11114,5941,0.98,1,1,5262,537,YARD_9,Limestone,BTPN,Via Tatanagar,2
